YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED
2023,5,1,1,5/1/2023 0:00,WN,N267WN,11259,1125904,30194,DAL,"Dallas, TX",TX,Texas,10279,1027903,30279,AMA,"Amarillo, TX",TX,Texas,1645,1654,9,9,0,8,1702,1757,5,1800,1802,2,2,0,0
2023,5,30,2,5/30/2023 0:00,DL,N360DN,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1411,1414,3,3,0,19,1433,1552,7,1602,1559,-3,0,0,0
2023,5,24,3,5/24/2023 0:00,9E,N927XJ,15016,1501606,31123,STL,"St. Louis, MO",MO,Missouri,12953,1295304,31703,LGA,"New York, NY",NY,New York,600,556,-4,0,0,16,612,919,13,936,932,-4,0,0,0
2023,5,28,7,5/28/2023 0:00,WN,N7722B,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,11540,1154005,30615,ELP,"El Paso, TX",TX,Texas,1010,1012,2,2,0,16,1028,1217,3,1220,1220,0,0,0,0
2023,5,9,2,5/9/2023 0:00,DL,N836MH,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,12478,1247805,31703,JFK,"New York, NY",NY,New York,1220,1237,17,17,1,19,1256,2033,31,2055,2104,9,9,0,0
2023,5,18,4,5/18/2023 0:00,WN,N8661A,13232,1323202,30977,MDW,"Chicago, IL",IL,Illinois,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,2150,2223,33,33,1,13,2236,19,11,5,30,25,25,1,0
2023,5,20,6,5/20/2023 0:00,UA,N37548,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1133,1133,0,0,0,13,1146,1338,7,1415,1345,-30,0,0,0
2023,5,15,1,5/15/2023 0:00,WN,N259WN,12191,1219103,31453,HOU,"Houston, TX",TX,Texas,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,1320,1350,30,30,1,10,1400,1446,4,1425,1450,25,25,1,0
2023,5,26,5,5/26/2023 0:00,NK,N921NK,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,810,808,-2,0,0,18,826,904,8,911,912,1,1,0,0
2023,5,25,4,5/25/2023 0:00,NK,N631NK,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,13198,1319801,33198,MCI,"Kansas City, MO",MO,Missouri,2155,2229,34,34,1,13,2242,8,7,2353,15,22,22,1,0
2023,5,1,1,5/1/2023 0:00,WN,N8692F,13796,1379610,32457,OAK,"Oakland, CA",CA,California,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,825,820,-5,0,0,9,829,939,5,950,944,-6,0,0,0
2023,5,15,1,5/15/2023 0:00,WN,N8618N,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,Oklahoma,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,1455,1516,21,21,1,9,1525,1623,4,1605,1627,22,22,1,0
